subid,trialinfo,memory,ERS,RewardType
500,item10R1,1,0.240203604286496,High
500,item10R2,1,0.155029068149862,High
500,item11R1,1,0.258955492451055,High
500,item11R2,1,0.194164796076453,High
500,item12R1,0,0.282919935194163,High
500,item12R2,1,0.225774339724364,High
500,item13R1,0,0.230549922380065,High
500,item13R2,1,0.15114857751897,High
500,item14R1,0,0.20810948709313,High
500,item14R2,0,0.388949530569634,High
500,item15R1,0,0.0900728468194374,High
500,item15R2,1,0.239156980583351,High
500,item16R1,1,0.380258995560597,High
500,item16R2,1,0.19031407217406,High
500,item1R1,0,0.148621682055849,High
500,item1R2,1,0.0954430062450642,High
500,item2R1,1,0.297208777292439,High
500,item2R2,0,0.193993611046567,High
500,item3R1,1,0.271406349491369,High
500,item3R2,1,0.350409823895951,High
500,item4R1,1,0.311758382466712,High
500,item4R2,1,0.238769973144028,High
500,item5R1,1,0.334248519351876,High
500,item5R2,1,0.227674327257053,High
500,item6R1,1,0.222492102297157,High
500,item6R2,1,0.294439011961054,High
500,item7R1,1,0.252660593075828,High
500,item7R2,1,0.288380014747891,High
500,item8R1,0,0.2937416159128,High
500,item8R2,1,0.310618065957665,High
500,item9R1,0,0.129909772057571,High
500,item9R2,1,0.217155087528763,High
500,item10R1,1,0.257408177234231,Low
500,item10R2,1,0.247669728840443,Low
500,item11R1,0,0.409462009539567,Low
500,item11R2,0,0.0679050058682832,Low
500,item12R1,1,0.240276293655976,Low
500,item12R2,1,0.200028932519409,Low
500,item13R1,1,0.280157702768845,Low
500,item13R2,1,0.146255858633299,Low
500,item14R1,1,0.218782571944567,Low
500,item14R2,0,0.291564647645771,Low
500,item15R1,0,0.122008826864122,Low
500,item15R2,0,0.093860021614182,Low
500,item16R1,0,0.203210731945646,Low
500,item16R2,1,0.291599176105709,Low
500,item1R1,0,0.265631898736245,Low
500,item1R2,1,0.336047247599521,Low
500,item2R1,1,0.230077687327603,Low
500,item2R2,0,0.230446377597129,Low
500,item3R1,1,0.220186508676845,Low
500,item3R2,1,0.268822399757151,Low
500,item4R1,1,0.336291210726479,Low
500,item4R2,1,0.162419336249155,Low
500,item5R1,1,0.323235989817614,Low
500,item5R2,1,0.186810137470919,Low
500,item6R1,1,0.293820370476686,Low
500,item6R2,0,0.127554186996324,Low
500,item7R1,1,0.274208772362213,Low
500,item7R2,0,0.119681781002687,Low
500,item8R1,1,0.296767237542778,Low
500,item8R2,1,0.230141566226789,Low
500,item9R1,1,0.142624700758199,Low
500,item9R2,0,0.20923799725899,Low
501,item10R1,1,-0.00964528349207574,High
501,item10R2,0,0.163523736132919,High
501,item11R1,0,0.0673674083042108,High
501,item11R2,1,0.105281058544569,High
501,item12R1,1,0.0713602342433683,High
501,item12R2,1,0.0447563272286577,High
501,item13R1,0,-0.0718560391232218,High
501,item13R2,0,0.0570519052769031,High
501,item14R1,0,0.0875926129510174,High
501,item14R2,0,-0.0999445085883807,High
501,item15R1,1,-0.0867670630345589,High
501,item15R2,0,0.050584696923967,High
501,item16R1,0,0.0723421176232596,High
501,item16R2,0,-0.0290977358608285,High
501,item1R1,0,0.050779696843363,High
501,item1R2,0,0.0931108529035747,High
501,item2R1,0,0.126740409499945,High
501,item2R2,0,0.0542682746018251,High
501,item3R1,0,0.0549987536086774,High
501,item3R2,0,0.132570213824731,High
