subid,trialinfo,memory,ERS,RewardType
503,item13R2,1,0.307645386399357,High
503,item14R1,1,0.0658651312161647,High
503,item14R2,1,-0.0662732625489116,High
503,item15R1,0,0.0862652436406667,High
503,item15R2,1,-0.0789063803269283,High
503,item16R1,0,-0.032190059804371,High
503,item16R2,1,-0.0467073979990872,High
503,item1R1,0,0.0750574960725955,High
503,item1R2,1,-0.102996451161197,High
503,item2R1,0,0.0648285445160142,High
503,item2R2,0,-0.135765646880604,High
503,item3R1,1,0.18929020282627,High
503,item3R2,1,0.0679389884671681,High
503,item4R1,0,0.146066454996941,High
503,item4R2,1,-0.0645578628307016,High
503,item5R1,0,-0.00715276075886797,High
503,item5R2,1,0.100796119359719,High
503,item6R1,0,-0.0892488630517523,High
503,item6R2,1,0.024678609558619,High
503,item7R1,0,-0.00567205198742333,High
503,item7R2,1,-0.259016053460643,High
503,item8R1,1,-0.14443701077898,High
503,item8R2,0,0.0931016356813374,High
503,item9R1,1,-0.0513983497655974,High
503,item9R2,1,0.0890618486075055,High
503,item10R1,0,-0.16599523026634,Low
503,item10R2,1,-0.108062153044338,Low
503,item11R1,1,-0.107440824949969,Low
503,item11R2,0,-0.180504662559444,Low
503,item12R1,0,0.01108842331467,Low
503,item12R2,1,0.0238130699870919,Low
503,item13R1,1,-0.0496542250922281,Low
503,item13R2,1,0.0968710192848125,Low
503,item14R1,1,-0.0346185632729501,Low
503,item14R2,0,0.0469633590375495,Low
503,item15R1,0,0.00631951624303865,Low
503,item15R2,1,0.15769269010478,Low
503,item16R1,1,-0.112012223101106,Low
503,item16R2,1,-0.0442987005405216,Low
503,item1R1,1,-0.0499815801409048,Low
503,item1R2,0,-0.105113055527264,Low
503,item2R1,1,0.237165046300807,Low
503,item2R2,1,-0.11525422229851,Low
503,item3R1,1,0.128343151003267,Low
503,item3R2,1,0.0268151671460288,Low
503,item4R1,1,0.0120741699749286,Low
503,item4R2,1,0.0247756713997528,Low
503,item5R1,1,-0.162018404599333,Low
503,item5R2,0,-0.166851566628058,Low
503,item6R1,1,0.0116507267034119,Low
503,item6R2,1,-0.0818434065500706,Low
503,item7R1,0,-0.0851791925385196,Low
503,item7R2,1,-0.0865124600339574,Low
503,item8R1,1,-0.0475629552737479,Low
503,item8R2,1,0.179701234866533,Low
503,item9R1,1,-0.0246984646026373,Low
503,item9R2,1,0.0623747188884717,Low
504,item10R1,1,0.0386120679310441,High
504,item10R2,1,0.00959670155229295,High
504,item11R1,0,-0.232670812888391,High
504,item11R2,1,0.190183855908982,High
504,item12R1,0,-0.0131328849065903,High
504,item12R2,1,-0.0136716285990432,High
504,item13R1,0,-0.0816747939874423,High
504,item13R2,0,0.101140139189412,High
504,item14R1,0,-0.00294884132799495,High
504,item14R2,1,0.346274403005178,High
504,item15R1,0,-0.024841595379771,High
504,item15R2,0,0.302474415315178,High
504,item16R1,0,-0.0701538569607015,High
504,item16R2,0,0.195218573581884,High
504,item1R1,1,-0.0867033294861896,High
504,item1R2,0,-0.0275925340877082,High
504,item2R1,1,-0.0773772195407003,High
504,item2R2,1,0.0419529632306066,High
504,item3R1,1,0.0254801543449471,High
504,item3R2,0,0.113908364137946,High
504,item4R1,0,-0.07939718776186,High
504,item4R2,1,0.0948780475050255,High
504,item5R1,1,0.0395873487593975,High
504,item5R2,1,-0.107502786079001,High
504,item6R1,0,0.204859259058164,High
504,item6R2,1,0.00731430222831051,High
504,item7R1,0,-0.103203215842787,High
504,item7R2,0,0.0463363064167862,High
504,item8R1,1,0.0204473036483776,High
504,item8R2,1,0.0813841664375013,High
504,item9R1,0,0.0373740890820929,High
504,item9R2,0,-0.125541364483339,High
504,item10R1,0,0.113469950991022,Low
504,item10R2,1,0.0703428383012116,Low
504,item11R1,0,0.106826092321094,Low
504,item11R2,1,0.287336385759238,Low
504,item12R1,0,-0.148158823397979,Low
504,item12R2,0,-0.0142563415791413,Low
504,item13R1,0,-0.0778812301823758,Low
504,item13R2,0,0.0124845502948023,Low
504,item14R1,0,-0.066654547184578,Low
504,item14R2,1,0.147414659081673,Low
504,item15R1,0,0.0605949777577012,Low
504,item15R2,1,-0.0633648336437694,Low
504,item16R1,0,0.0584061139552928,Low
504,item16R2,1,-0.263943375838782,Low
504,item1R1,0,-0.100631726001833,Low
504,item1R2,1,-0.0879721658487315,Low
504,item2R1,0,-0.126901193518489,Low
504,item2R2,0,-0.0453126692564282,Low
504,item3R1,0,0.0461119959652954,Low
504,item3R2,1,-0.0146326843290014,Low
504,item4R1,0,0.133606092590701,Low
504,item4R2,0,0.0924033241950224,Low
504,item5R1,0,0.0763105928774617,Low
504,item5R2,0,-0.138603286302142,Low
504,item6R1,0,0.0717959121698573,Low
504,item6R2,1,0.273548375299039,Low
504,item7R1,0,-0.00372280076019372,Low
504,item7R2,1,0.409662139692858,Low
504,item8R1,0,0.0311331523203784,Low
504,item8R2,1,-0.0535786246278404,Low
504,item9R1,0,0.0495797066079872,Low
504,item9R2,1,0.276609515136649,Low
508,item10R1,1,-0.00687272476803192,High
508,item10R2,1,-0.102562435936666,High
508,item11R1,1,0.197122448779192,High
508,item11R2,0,-0.0434047252336829,High
508,item12R1,1,0.0776069661828319,High
508,item12R2,1,-0.0435418290563012,High
508,item13R1,1,0.0325906569266509,High
508,item13R2,1,-0.0711819938340534,High
508,item14R1,1,-0.10505272492076,High
508,item14R2,1,-0.0618463559967377,High
508,item15R1,1,-0.0245590879231034,High
508,item15R2,1,-0.0696230646643417,High
508,item16R1,1,-0.129477087341751,High
508,item16R2,1,-0.0361059604118771,High
508,item1R1,1,0.112722699995704,High
508,item1R2,1,0.123563726623227,High
508,item2R1,1,0.101970781969686,High
508,item2R2,1,-0.0485232430827989,High
508,item3R1,1,-0.0744583028434378,High
508,item3R2,0,-0.129947649738302,High
508,item4R1,1,0.0643467329808453,High
508,item4R2,0,-0.0598922065058493,High
508,item5R1,0,-0.326978848548622,High
508,item5R2,1,-0.0159757923188165,High
508,item6R1,0,-0.0706266509141983,High
508,item6R2,1,-0.0562313964279666,High
508,item7R1,1,0.0434807528857191,High
508,item7R2,1,-0.127733335518923,High
508,item8R1,0,0.0218060978513249,High
508,item8R2,1,-0.00162278195258504,High
508,item9R1,0,0.0563651256361426,High
508,item9R2,1,0.116710757216549,High
508,item10R1,0,-0.124428136146565,Low
508,item10R2,1,0.0625649334644734,Low
508,item11R1,0,-0.248921015213645,Low
508,item11R2,1,-0.079554079422195,Low
508,item12R1,1,0.107168404138489,Low
508,item12R2,1,-0.0196856473243985,Low
508,item13R1,1,-0.00827234460085511,Low
508,item13R2,0,0.0599816532900036,Low
508,item14R1,0,0.220641062483417,Low
508,item14R2,1,-0.0539352698231014,Low
508,item15R1,1,-0.079481640397374,Low
508,item15R2,1,-0.185802993838847,Low
508,item16R1,1,-0.0375867944749062,Low
508,item16R2,1,-0.0933234894048718,Low
508,item1R1,0,0.02561735411465,Low
508,item1R2,0,-0.224860044586999,Low
508,item2R1,0,0.155875701149058,Low
508,item2R2,1,-0.246721620981361,Low
508,item3R1,1,-0.142101313424236,Low
508,item3R2,1,-0.11089037544016,Low
508,item4R1,0,0.0760200800384001,Low
508,item4R2,0,0.0894177462782239,Low
508,item5R1,1,-0.265929053245978,Low
508,item5R2,0,0.136619758941582,Low
508,item6R1,1,-0.0625479776999118,Low
508,item6R2,1,0.03979720373539,Low
508,item7R1,1,0.0468528049260004,Low
508,item7R2,0,-0.0769389390642937,Low
508,item8R1,0,-0.19651026538469,Low
508,item8R2,1,-0.00629509158141333,Low
508,item9R1,1,-0.187252178956932,Low
508,item9R2,1,-0.0616159323253016,Low
509,item10R1,0,0.149097997833105,High
509,item10R2,0,0.0219032302786657,High
509,item11R1,0,-0.195138593297684,High
509,item11R2,0,0.133446003506265,High
509,item12R1,0,0.0429226785530793,High
509,item12R2,0,-0.161058634388323,High
509,item13R1,0,-0.123974056726167,High
509,item13R2,0,-0.0866767160904921,High
509,item14R1,0,0.0316750500710702,High
509,item14R2,0,0.0308834858534842,High
509,item15R1,0,0.0375495933231013,High
509,item15R2,1,0.25300750059336,High
509,item16R1,0,0.0757859999372795,High
509,item16R2,0,-0.0642830453342437,High
509,item1R1,0,0.113876085535732,High
509,item1R2,0,-0.0837422857654575,High
509,item2R1,0,-0.168069687780948,High
509,item2R2,0,0.0136022852663213,High
509,item3R1,0,0.0955390671003075,High
509,item3R2,0,-0.0282703888603637,High
509,item4R1,0,0.00127065300117974,High
509,item4R2,0,0.0389995098817341,High
509,item5R1,0,-0.115069107195674,High
509,item5R2,0,0.0818660483850183,High
509,item6R1,0,0.0691178073593107,High
509,item6R2,0,0.0224129644510995,High
509,item7R1,0,0.0105173599396696,High
509,item7R2,0,-0.113952682043546,High
509,item8R1,0,-0.0954910062259467,High
509,item8R2,1,-0.0221741949950409,High
509,item9R1,0,0.000233710761539669,High
509,item9R2,1,-0.119755391907465,High
509,item10R1,0,0.0359020072883683,Low
509,item10R2,0,0.00751117173047457,Low
509,item11R1,0,-0.242574333244734,Low
509,item11R2,1,-0.207030857919889,Low
509,item12R1,0,0.188179873951358,Low
509,item12R2,1,-0.0483550437679572,Low
509,item13R1,0,0.0740365551777876,Low
509,item13R2,0,0.0430112084451532,Low
509,item14R1,0,0.00581958733114034,Low
509,item14R2,1,-0.0572252817862385,Low
509,item15R1,0,0.105466294060077,Low
509,item15R2,1,0.143401597466035,Low
509,item16R1,0,-0.0604074408909385,Low
509,item16R2,0,0.0827767249934911,Low
509,item1R1,0,-0.0617166265430795,Low
509,item1R2,0,0.0419342793221623,Low
509,item2R1,0,-0.136928492496065,Low
509,item2R2,0,-0.00231492643902133,Low
509,item3R1,0,0.0558114651558492,Low
509,item3R2,0,-0.0332109674570748,Low
509,item4R1,0,0.0794190393467194,Low
509,item4R2,0,0.23152265833805,Low
509,item5R1,0,-0.153262147579672,Low
509,item5R2,1,0.0195999058849588,Low
509,item6R1,0,0.0534045546150974,Low
509,item6R2,0,0.0650366000308426,Low
509,item7R1,0,-0.0043683400481855,Low
509,item7R2,1,-0.180070309661707,Low
509,item8R1,1,-0.036459378259002,Low
509,item8R2,0,0.0657350787996536,Low
509,item9R1,1,0.266818791918978,Low
509,item9R2,0,0.0359047609665778,Low
511,item10R1,1,-0.120597499068204,High
511,item10R2,1,-0.0109617372625377,High
511,item11R1,1,0.138072753805503,High
511,item11R2,1,-0.0437128429602086,High
511,item12R1,1,-0.00725787337424582,High
511,item12R2,1,0.00858805682339775,High
511,item13R1,1,-0.139726604847803,High
511,item13R2,1,-0.0433734234064392,High
511,item14R1,1,0.0510017353276899,High
511,item14R2,0,-0.0368924902646122,High
511,item15R1,1,0.0256565588804142,High
511,item15R2,1,-0.036502184974956,High
511,item16R1,1,0.164513859771782,High
511,item16R2,1,-0.0213339973151411,High
511,item1R1,0,0.0756467440554743,High
511,item1R2,1,-0.0267189756563663,High
511,item2R1,1,0.0297004487034644,High
511,item2R2,1,0.0829946465412247,High
511,item3R1,1,-0.244932695095878,High
511,item3R2,0,0.0314518519253416,High
511,item4R1,1,0.101869086729459,High
511,item4R2,1,-0.0471686362188422,High
511,item5R1,1,-0.0354537294639253,High
511,item5R2,1,-0.125228509275891,High
511,item6R1,1,-0.228930393841902,High
511,item6R2,0,-0.0426425978798531,High
511,item7R1,1,-0.0367836914138775,High
511,item7R2,1,0.127761574192605,High
511,item8R1,1,0.0606221705208747,High
511,item8R2,0,-0.0380754994811262,High
511,item9R1,0,0.131993825979949,High
511,item9R2,1,-0.0973335188864878,High
511,item10R1,1,-0.0369967024613453,Low
511,item10R2,1,-0.104886095055529,Low
511,item11R1,1,-0.0771627720916111,Low
511,item11R2,1,-0.0689046227817055,Low
511,item12R1,1,0.0498106239841653,Low
511,item12R2,0,0.0459477978682383,Low
511,item13R1,1,0.0543781167541064,Low
511,item13R2,1,-0.0607237770522727,Low
511,item14R1,1,-0.0330559740025617,Low
511,item14R2,1,-0.0684672934219533,Low
511,item15R1,1,-0.114516261717739,Low
511,item15R2,1,0.0127388761862188,Low
511,item16R1,1,-0.130839148530336,Low
511,item16R2,1,0.0667054599913513,Low
511,item1R1,1,-0.13936725506462,Low
511,item1R2,1,-0.0724508715709306,Low
511,item2R1,1,0.19811853267001,Low
511,item2R2,1,-0.0500132843777935,Low
511,item3R1,1,0.0499515863550602,Low
511,item3R2,1,0.0226922607916018,Low
511,item4R1,1,-0.0861362713957709,Low
511,item4R2,1,-0.289520241953798,Low
511,item5R1,1,0.0915147093350324,Low
511,item5R2,1,0.121952398986736,Low
511,item6R1,1,-0.0704317513159005,Low
511,item6R2,1,-0.0102547037114492,Low
511,item7R1,1,0.00911169926692447,Low
511,item7R2,0,-0.103529735201405,Low
511,item8R1,1,-0.0718184777099186,Low
511,item8R2,0,-0.270833052035337,Low
511,item9R1,1,0.0524719104233275,Low
511,item9R2,1,0.0481701738008531,Low
513,item10R1,0,0.192080852829899,High
513,item11R1,1,-0.126168515349266,High
513,item12R1,1,-0.125557096361121,High
513,item13R1,1,0.118327271776671,High
513,item14R1,0,-0.128053436274451,High
513,item15R1,0,-0.154527317326728,High
513,item16R1,0,0.0504336177325929,High
513,item1R1,1,0.015177089175756,High
513,item2R1,1,-0.0301702806536833,High
513,item3R1,1,0.196472532506868,High
513,item4R1,0,0.00312597663136307,High
513,item5R1,0,0.0268420380433414,High
513,item6R1,1,0.155581024713575,High
513,item7R1,1,0.118496312601754,High
513,item8R1,1,0.106585136780492,High
513,item9R1,1,-0.0764461285024866,High
513,item10R1,0,0.0360310429632563,Low
513,item11R1,1,0.122837431388771,Low
513,item12R1,1,0.0419722528497006,Low
513,item13R1,1,0.16974042650622,Low
513,item14R1,1,-0.102513525729646,Low
513,item15R1,1,0.0155017312038916,Low
513,item16R1,0,-0.185337507620579,Low
513,item1R1,0,-0.136844267370572,Low
513,item2R1,0,0.309415886899374,Low
513,item3R1,1,-0.0800686545926183,Low
513,item4R1,1,0.0987144452104892,Low
513,item5R1,1,0.183769443549097,Low
513,item6R1,1,0.133315106717581,Low
513,item7R1,1,0.130611590570317,Low
513,item8R1,0,0.105694451625835,Low
513,item9R1,0,-0.0395965166488593,Low
515,item10R1,1,0.235124435219617,High
515,item10R2,1,0.0710316180679982,High
515,item11R1,0,-0.0187296195485733,High
515,item11R2,0,0.140350728341127,High
515,item12R1,0,-0.0915230183533051,High
515,item12R2,0,0.0971927778833944,High
515,item13R1,0,-0.0267163862841455,High
515,item13R2,1,-0.00394678789661621,High
515,item14R1,0,0.144328110132136,High
515,item14R2,0,-0.168642562359268,High
515,item15R1,1,0.00444380743238704,High
515,item15R2,1,0.0705477691978373,High
515,item16R1,1,0.128912067010314,High
515,item16R2,0,-0.158467698874189,High
515,item1R1,0,0.1028403265998,High
515,item1R2,0,-0.0262917499720953,High
515,item2R1,0,0.0870310036866648,High
515,item2R2,1,0.138663834934838,High
515,item3R1,1,-0.164840060805394,High
515,item3R2,1,-0.028497605840788,High
515,item4R1,0,-0.0808260903786123,High
515,item4R2,0,-0.138418978548066,High
515,item5R1,1,-0.0858455359238887,High
515,item5R2,1,-0.166189405503604,High
515,item6R1,0,0.0350257254620531,High
515,item6R2,1,0.0174228603072025,High
515,item7R1,0,0.0806940004362802,High
515,item7R2,0,-0.121389386819887,High
515,item8R1,0,0.156044922769169,High
515,item8R2,1,-0.0558877839894566,High
515,item9R1,0,-0.0909899335794062,High
515,item9R2,1,-0.00943867195637573,High
515,item10R1,1,0.147892067404235,Low
515,item10R2,1,-0.121139361601387,Low
515,item11R1,0,-0.0815022732622023,Low
515,item11R2,0,-0.0143507844649502,Low
515,item12R1,0,-0.0241148176362131,Low
515,item12R2,0,-0.032493375558832,Low
515,item13R1,0,-0.0540364555768761,Low
515,item13R2,0,0.00614911156215152,Low
515,item14R1,0,0.116294858812594,Low
515,item14R2,0,-0.0183055773831254,Low
515,item15R1,0,-0.159319617839877,Low
515,item15R2,0,-0.0335946118004952,Low
515,item16R1,0,-0.310839616150594,Low
515,item16R2,1,-0.0806589096331104,Low
515,item1R1,1,-0.199136402677631,Low
515,item1R2,0,-0.0135988906625055,Low
515,item2R1,0,0.217142319436954,Low
515,item2R2,0,-0.0380329901686031,Low
515,item3R1,1,-0.0365202746094659,Low
515,item3R2,0,-0.0867019478959548,Low
515,item4R1,0,-0.00549534978281459,Low
515,item4R2,1,0.0224025350792403,Low
515,item5R1,0,-0.192822970778681,Low
515,item5R2,0,-0.0526870724469367,Low
515,item6R1,0,0.0478570360186442,Low
515,item6R2,0,-0.02103094148911,Low
515,item7R1,0,-0.053102278059739,Low
515,item7R2,0,0.348610687124752,Low
515,item8R1,0,0.147853479443349,Low
515,item8R2,0,-0.000679980380780046,Low
515,item9R1,0,0.269156820774211,Low
515,item9R2,1,-0.079625323758617,Low
517,item10R1,1,0.0962348805391526,High
517,item10R2,1,0.0803780644117004,High
517,item11R1,1,0.0220644943562703,High
517,item11R2,0,-0.136852779903412,High
517,item12R1,1,-0.0861618954171754,High
517,item12R2,1,0.150162323034654,High
517,item13R1,0,-0.0340434856536661,High
517,item13R2,1,-0.0909065903184123,High
517,item14R1,0,-0.10054203137318,High
517,item14R2,1,0.0208005523319656,High
517,item15R1,0,0.0729202260122533,High
517,item15R2,1,-0.000357746647611668,High
517,item16R1,1,0.134754060709365,High
517,item16R2,0,0.0583714505711616,High
517,item1R1,0,-0.0244906415707331,High
517,item1R2,0,-0.0153680221640109,High
517,item2R1,0,0.0112286543821378,High
517,item2R2,0,0.152554016681439,High
517,item3R1,0,0.10863671465066,High
517,item3R2,1,-0.0661129994963462,High
517,item4R1,0,-0.214464214382389,High
517,item4R2,0,0.126409572603446,High
517,item5R1,1,-0.0774459885662702,High
517,item5R2,1,0.0431847210313641,High
517,item6R1,1,-0.292138136142358,High
517,item6R2,0,0.0714417289045405,High
517,item7R1,0,-0.12301937290744,High
517,item7R2,1,-0.158817918847222,High
517,item8R1,1,-0.0280048366830859,High
517,item8R2,0,-0.0264252590892173,High
517,item9R1,1,-0.0674900934693819,High
517,item9R2,1,-0.213848430860416,High
517,item10R1,1,-0.268251590506531,Low
517,item10R2,1,-0.0302568790761717,Low
517,item11R1,0,0.0745865483878617,Low
517,item11R2,1,-0.0443066456498462,Low
517,item12R1,0,0.155541720712523,Low
517,item12R2,1,-0.180288801773105,Low
517,item13R1,0,0.167826163946868,Low
517,item13R2,1,0.0431698895487165,Low
517,item14R1,1,0.0347789125273322,Low
517,item14R2,1,0.165896922921502,Low
517,item15R1,1,0.0330911613811659,Low
517,item15R2,1,0.015499729132192,Low
517,item16R1,0,0.0564898152305965,Low
517,item16R2,1,0.186995311887098,Low
517,item1R1,0,0.175014748434253,Low
517,item1R2,1,-0.0117366412555583,Low
517,item2R1,0,0.0484420123876445,Low
517,item2R2,1,0.0147655357557949,Low
517,item3R1,0,-0.0718031052095256,Low
517,item3R2,1,0.0633716407760369,Low
517,item4R1,0,-0.0842483322589409,Low
517,item4R2,0,0.0776294189288904,Low
517,item5R1,1,-0.153173784123459,Low
517,item5R2,1,0.0875203917663921,Low
517,item6R1,1,-0.0523394379493321,Low
517,item6R2,1,0.0886362756695034,Low
517,item7R1,1,-0.0120263978946065,Low
517,item7R2,1,0.138347786003944,Low
517,item8R1,0,-0.0431320633350463,Low
517,item8R2,1,-0.0252634976593795,Low
517,item9R1,1,-0.0262302189794635,Low
517,item9R2,1,-0.109774799168314,Low
518,item10R1,0,-0.0330582594789668,High
518,item10R2,1,-0.118743016998144,High
518,item11R1,1,-0.152325856077383,High
518,item11R2,0,0.112746682270767,High
518,item12R1,1,0.282000937968123,High
518,item12R2,1,0.0775802973412691,High
